DGPHUCU001,GigabitEthernet6/1/15.101,0.000047160,0.000653808,up,GigabitEthernet0/1/0/43.101,UP
DGPHUCU001,GigabitEthernet6/1/15.102,0.000708176,0.000718336,up,GigabitEthernet0/1/0/43.102,UP
