VRF name,Prefix,RT values
maxis_MC_ACP,10.124.22.129/32,"65535:11250, 65535:60061, 65535:60901, 65535:60943, 65535:60945"
maxis_MC_ACP,10.151.30.140/30,"65535:11250, 65535:60061, 65535:60901, 65535:60943, 65535:60945"
maxis_MC_ACP,10.151.30.144/30,"65535:11250, 65535:60061, 65535:60901, 65535:60943, 65535:60945"
maxis_MC_ACP,10.151.72.96/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.100/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.104/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.108/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.120/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.124/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.128/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.132/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.136/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.140/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.144/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.148/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.152/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.156/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.160/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.72.164/30,"65535:65880, 65535:65881"
maxis_MC_ACP,10.151.81.56/30,"65535:11250, 65535:60063, 65535:60943, 65535:60945, 65535:61260, 65535:61501, 65535:61981, 65535:64663"
maxis_MC_ACP,10.151.81.128/30,"65535:11250, 65535:60063, 65535:60943, 65535:60945, 65535:61260, 65535:61501, 65535:61981, 65535:64663"
maxis_MC_ACP,10.151.81.220/30,
maxis_MC_ACP,10.151.81.224/30,"65535:60901, 65535:65880, 65535:65881"
maxis_MC_ACP,10.152.3.152/29,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.3.161/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904, 65535:65982, 65535:66361"
maxis_MC_ACP,10.152.3.162/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904, 65535:65982, 65535:66361"
maxis_MC_ACP,10.152.6.1/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.6.2/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.6.25/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.26/32,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904"
